,,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91),Queen (91)
,,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,end,end,end,end,end,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,incubate,incubate,incubate,incubate,incubate,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,end,end,end,end,end,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,incubate,incubate,incubate,incubate,incubate,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging
,Total length (s),Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time
for	QA12	20181120	6,53.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QA12	20181121	12,1669.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QA12	20181121	18,1689.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QA12	20181121	23,1763.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181113	13,57.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.371,1,25.371,0,0.438,0.000,1,0.000,0,0.000,0,0,0,0,0,31.091,2,15.546,11.476,0.536,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181113	15,50.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.120,1,25.120,0,0.502,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181114	16,49.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181114	5,55.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,30.399,1,30.399,0,0.547,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181114	7,63.840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,24.240,1,24.240,0,0.380,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181119	1,69.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.817,1,44.817,0,0.644,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181119	3,62.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.141,2,4.571,0.859,0.146,0.000,1,0.000,0,0.000,0,0,0,0,0,45.480,2,22.740,6.208,0.725,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181119	6,71.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.145,1,65.145,0,0.906,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181120	14,71.520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.350,1,25.350,0,0.354,0,0,0,0,0,0,0,0,0,0,10.825,1,10.825,0,0.151,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181120	16,75.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.831,2,19.415,5.262,0.515,0.000,1,0.000,0,0.000,0.000,1,0.000,0,0.000,28.485,2,14.243,12.610,0.378,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181120	6,52.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.766,2,15.883,16.184,0.603,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181121	12,1655.480,11.316,2,5.658,4.442,0.007,0.000,1,0.000,0,0.000,0,0,0,0,0,128.121,5,25.624,17.214,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181121	18,1663.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.100,3,30.033,8.480,0.054,0.000,1,0.000,0,0.000,0.000,1,0.000,0,0.000,164.307,3,54.769,50.880,0.099,0,0,0,0,0,0,0,0,0,0
nest	QA12	20181121	23,1752.160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.800,4,14.950,9.257,0.034,0.000,1,0.000,0,0.000,0,0,0,0,0,128.479,4,32.120,16.752,0.073,0,0,0,0,0,0,0,0,0,0
