,,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97),Queen (97)
,,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,end,end,end,end,end,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,incubate,incubate,incubate,incubate,incubate,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,broodmanipulate,end,end,end,end,end,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,incubate,incubate,incubate,incubate,incubate,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging,pollenforaging
,Total length (s),Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time
for	QA11	20181118	2,1100.290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.406,3,76.802,93.686,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QA11	20181118	22,1153.140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QA11	20181119	3,1150.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QA11	20181119	6,2142.290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181112	0,1344.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181112	23,1538.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.040,2,39.520,1.754,0.051,0.000,1,0.000,0,0.000,0,0,0,0,0,213.720,2,106.860,3.536,0.139,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181113	23,996.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.280,2,6.140,2.970,0.012,0.000,1,0.000,0,0.000,0.000,1,0.000,0,0.000,2.320,1,2.320,0,0.002,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181113	4,1273.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.006,4,20.252,22.498,0.064,0.000,1,0.000,0,0.000,0,0,0,0,0,154.623,3,51.541,65.768,0.121,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181114	0,1057.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.040,3,4.680,4.088,0.013,0.000,1,0.000,0,0.000,0,0,0,0,0,127.479,3,42.493,12.887,0.121,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181114	17,1238.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.232,3,26.744,31.299,0.065,0.000,1,0.000,0,0.000,0,0,0,0,0,217.189,3,72.396,14.129,0.175,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181114	2,1176.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.454,5,20.691,36.737,0.088,0.000,1,0.000,0,0.000,0,0,0,0,0,169.178,3,56.393,65.397,0.144,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181114	23,1097.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.147,1,4.147,0,0.004,0,0,0,0,0,0.000,2,0.000,0.000,0.000,44.461,2,22.231,21.961,0.041,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181114	4,1144.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.238,5,25.248,18.891,0.110,0.000,1,0.000,0,0.000,0,0,0,0,0,132.719,2,66.359,26.644,0.116,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181114	9,1205.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.766,5,12.553,7.395,0.052,0.000,1,0.000,0,0.000,0,0,0,0,0,112.497,3,37.499,24.689,0.093,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181118	13,1097.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.546,4,6.886,3.024,0.025,0.000,1,0.000,0,0.000,0,0,0,0,0,216.382,3,72.127,82.023,0.197,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181118	14,1055.440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.040,1,12.040,0,0.011,0.000,1,0.000,0,0.000,0,0,0,0,0,267.519,2,133.760,158.279,0.253,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181118	19,812.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.210,4,12.803,11.138,0.063,0.000,1,0.000,0,0.000,0,0,0,0,0,118.679,3,39.560,42.586,0.146,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181118	2,947.480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.320,3,65.107,37.897,0.206,0.000,1,0.000,0,0.000,0,0,0,0,0,99.439,2,49.720,14.877,0.105,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181118	22,995.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,276.480,1,276.480,0,0.278,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181119	21,1715.440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.855,2,42.428,50.915,0.049,0,0,0,0,0,0,0,0,0,0,103.817,1,103.817,0,0.061,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181119	3,987.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.053,4,44.013,34.450,0.178,0.000,1,0.000,0,0.000,0,0,0,0,0,118.846,3,39.615,31.887,0.120,0,0,0,0,0,0,0,0,0,0
nest	QA11	20181119	6,996.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.102,4,20.775,11.646,0.083,0.000,1,0.000,0,0.000,0,0,0,0,0,208.956,5,41.791,35.910,0.210,0,0,0,0,0,0,0,0,0,0
